t_id	region	chrom	transcript_start	transcript_end	transcript_lenght	exons	base_pairs	diff_region_intersecting_t_id	diff_region_intersecting_exons	diff_region_intersecting_bps	diff_region_ratio	region_transcript_start	diff_region_transcript_end	diff_region_trans_len	diff_region_trans_overlap	same_region_intersecting_t_id	same_region_intersecting_exons	same_region_intersecting_bps	same_region_ratio	same_region_transcript_start	same_region_transcript_end	same_region_trans_len	same_region_trans_overlap
D30C_TCONS_00080986	D30C	scaffold_148	101811	105306	3495	2	2516	T30C_TCONS_00082586	1	2193	0.8716216216216216216216216216	101970	119833	17863	3336		0	0	0				0
D30C_TCONS_00073276	D30C	groupXX	9173508	9180647	7139	9	1176	T30C_TCONS_00074522	9	1143	0.9719387755102040816326530612	9173525	9180631	7106	7106		0	0	0				0
D30C_TCONS_00039950	D30C	groupX	3244548	3250145	5597	3	330	T30C_TCONS_00040464	3	330	1	3244482	3250215	5733	5597		0	0	0				0
T30C_TCONS_00055418	T30C	groupXIV	1316249	1317335	1086	2	840	D30C_TCONS_00054618	2	839	0.9988095238095238095238095238	1316250	1317335	1085	1085		0	0	0				0
D30C_TCONS_00074068	D30C	groupXX	15958717	15961378	2661	1	2661		0	0	0				0		0	0	0				0
T30C_TCONS_00020586	T30C	groupIX	17499554	17503770	4216	5	1858		0	0	0				0		0	0	0				0
T30C_TCONS_00006967	T30C	groupII	19244992	19262354	17362	2	922	D30C_TCONS_00006896	2	922	1	19244899	19262354	17455	17362		0	0	0				0
T30C_TCONS_00044804	T30C	groupXI	7806556	7808018	1462	3	1157	D30C_TCONS_00044209	3	1143	0.9878997407087294727744165946	7806213	7808004	1791	1448		0	0	0				0
D30C_TCONS_00003287	D30C	groupI	4786486	4787878	1392	4	802	T30C_TCONS_00003307	4	802	1	4786486	4789940	3454	1392		0	0	0				0
D30C_TCONS_00030944	D30C	groupVII	20310400	20318409	8009	6	2183	T30C_TCONS_00031264	6	1850	0.8474576271186440677966101695	20310293	20318076	7783	7676		0	0	0				0
T30C_TCONS_00049736	T30C	groupXII	18287063	18288878	1815	3	1145	D30C_TCONS_00049051	3	982	0.8576419213973799126637554585	18287076	18288728	1652	1652		0	0	0				0
D30C_TCONS_00011275	D30C	groupIII	1471983	1474124	2141	2	615	T30C_TCONS_00011398	1	409	0.6650406504065040650406504065	1471983	1474277	2294	2141		0	0	0				0
D30C_TCONS_00081091	D30C	scaffold_149	157197	158904	1707	1	1707	T30C_TCONS_00082695	1	284	0.1663737551259519625073227885	158620	158905	285	284		0	0	0				0
D30C_TCONS_00017371	D30C	groupIV	17987887	17993518	5631	7	3104		0	0	0				0		0	0	0				0
D30C_TCONS_00078704	D30C	scaffold_108	296724	298810	2086	6	743		0	0	0				0		0	0	0				0
D30C_TCONS_00030864	D30C	groupVII	19675671	19677459	1788	2	1246	T30C_TCONS_00031191	2	1243	0.9975922953451043338683788122	19675673	19677458	1785	1785		0	0	0				0
T30C_TCONS_00047762	T30C	groupXII	17769207	17771038	1831	6	790	D30C_TCONS_00047104	6	760	0.9620253164556962025316455696	17769211	17771012	1801	1801		0	0	0				0
D30C_TCONS_00079793	D30C	scaffold_126	128313	130151	1838	5	812		0	0	0				0		0	0	0				0
T30C_TCONS_00057909	T30C	groupXIX	11921605	11927077	5472	5	2784	D30C_TCONS_00057051	5	2320	0.8333333333333333333333333333	11919636	11926755	7119	5150		0	0	0				0
D30C_TCONS_00084915	D30C	scaffold_285	25409	28303	2894	7	926	T30C_TCONS_00086604	6	842	0.9092872570194384449244060475	25743	28288	2545	2545		0	0	0				0
D30C_TCONS_00086576	D30C	scaffold_48	981213	986911	5698	5	1759	T30C_TCONS_00088400	3	922	0.5241614553723706651506537806	982153	986913	4760	4758		0	0	0				0
T30C_TCONS_00087888	T30C	scaffold_47	398643	402309	3666	3	2251	D30C_TCONS_00086080	3	2248	0.9986672589960017769880053310	398306	402306	4000	3663		0	0	0				0
T30C_TCONS_00003271	T30C	groupI	4204137	4214468	10331	24	2921	D30C_TCONS_00003253	24	2921	1	4204136	4214522	10386	10331		0	0	0				0
T30C_TCONS_00074256	T30C	groupXX	5445563	5448736	3173	5	1379	D30C_TCONS_00072992	5	1379	1	5445557	5448743	3186	3173		0	0	0				0
D30C_TCONS_00023756	D30C	groupV	8629358	8766213	136855	10	3478	T30C_TCONS_00024006	9	2834	0.8148361127084531339850488787	8630039	8766214	136175	136174		0	0	0				0
T30C_TCONS_00058476	T30C	groupXIX	16969834	16975544	5710	4	3226	D30C_TCONS_00057559	4	3202	0.9925604463732176069435833850	16969858	16975545	5687	5686		0	0	0				0
T30C_TCONS_00000549	T30C	groupI	4059364	4060147	783	3	547	D30C_TCONS_00000523	3	547	1	4059363	4060148	785	783		0	0	0				0
D30C_TCONS_00015926	D30C	groupIV	1793836	1794655	819	4	539	T30C_TCONS_00016055	4	501	0.9294990723562152133580705009	1793869	1794650	781	781		0	0	0				0
D30C_TCONS_00040846	D30C	groupX	12549018	12554261	5243	3	1481		0	0	0				0		0	0	0				0
T30C_TCONS_00082768	T30C	scaffold_150	28318	30007	1689	2	1203	D30C_TCONS_00081162	2	1163	0.9667497921862011637572734830	28317	29967	1650	1649		0	0	0				0
D30C_TCONS_00075795	D30C	groupXX	12893220	12897477	4257	5	1121	T30C_TCONS_00077201	5	1121	1	12893219	12897477	4258	4257		0	0	0				0
D30C_TCONS_00037995	D30C	groupVIII	18276050	18276508	458	3	262		0	0	0				0		0	0	0				0
D30C_TCONS_00068970	D30C	groupXVII	11465891	11469702	3811	3	1770	T30C_TCONS_00070074	3	1752	0.9898305084745762711864406780	11465883	11469684	3801	3793		0	0	0				0
T30C_TCONS_00062039	T30C	groupXV	9754520	9760802	6282	4	3023	D30C_TCONS_00060998	4	3023	1	9754520	9760802	6282	6282		0	0	0				0
T30C_TCONS_00076623	T30C	groupXX	9831752	9833964	2212	4	1364	D30C_TCONS_00075283	4	1105	0.8101173020527859237536656891	9831748	9833705	1957	1953		0	0	0				0
T30C_TCONS_00003521	T30C	groupI	7496016	7506253	10237	4	4211	D30C_TCONS_00003498	4	4211	1	7495930	7506313	10383	10237		0	0	0				0
D30C_TCONS_00057990	D30C	groupXIX	860246	873503	13257	4	606	T30C_TCONS_00058931	4	605	0.9983498349834983498349834983	860246	885266	25020	13257		0	0	0				0
D30C_TCONS_00061998	D30C	groupXV	2574210	2580995	6785	4	674	T30C_TCONS_00063066	3	488	0.7240356083086053412462908012	2574212	2579761	5549	5549		0	0	0				0
D30C_TCONS_00083118	D30C	scaffold_237	22081	26834	4753	2	556	T30C_TCONS_00084784	2	541	0.9730215827338129496402877698	22096	26840	4744	4738		0	0	0				0
T30C_TCONS_00010034	T30C	groupIII	6992147	7001755	9608	19	5649		0	0	0				0		0	0	0				0
T30C_TCONS_00084566	T30C	scaffold_219	51317	54136	2819	3	831	D30C_TCONS_00082910	3	409	0.4921780986762936221419975933	51317	54545	3228	2819		0	0	0				0
T30C_TCONS_00029572	T30C	groupVII	2389863	2395034	5171	4	2511	D30C_TCONS_00029280	4	1973	0.7857427319792911190760653126	2389866	2394499	4633	4633		0	0	0				0
T30C_TCONS_00019019	T30C	groupIX	1762930	1769709	6779	7	4252	D30C_TCONS_00018789	7	4244	0.9981185324553151458137347131	1762937	1769708	6771	6771		0	0	0				0
T30C_TCONS_00075528	T30C	groupXX	17714300	17715404	1104	3	510	D30C_TCONS_00074259	3	445	0.8725490196078431372549019608	17714365	17715406	1041	1039		0	0	0				0
T30C_TCONS_00026213	T30C	groupVI	1896097	1934867	38770	5	954		0	0	0				0		0	0	0				0
D30C_TCONS_00003755	D30C	groupI	9742503	9748905	6402	3	1062	T30C_TCONS_00003788	3	633	0.5960451977401129943502824859	9742501	9748476	5975	5973		0	0	0				0
D30C_TCONS_00017517	D30C	groupIV	19749644	19754407	4763	4	2649	T30C_TCONS_00017699	4	2600	0.9815024537561343903359758399	19749692	19754406	4714	4714		0	0	0				0
D30C_TCONS_00009446	D30C	groupIII	1916169	1920066	3897	2	929	T30C_TCONS_00009558	2	862	0.9278794402583423035522066738	1916223	1920053	3830	3830		0	0	0				0
D30C_TCONS_00045218	D30C	groupXI	15829778	15830570	792	3	415	T30C_TCONS_00045891	3	415	1	15829229	15830570	1341	792		0	0	0				0
D30C_TCONS_00088812	D30C	scaffold_84	543262	547866	4604	7	914	T30C_TCONS_00090760	7	730	0.7986870897155361050328227571	543260	547682	4422	4420		0	0	0				0
D30C_TCONS_00037512	D30C	groupVIII	14428796	14434698	5902	16	2423	T30C_TCONS_00037996	15	2370	0.9781262897234832851836566240	14428794	14434445	5651	5649		0	0	0				0
D30C_TCONS_00037513	D30C	groupVIII	14434990	14436798	1808	3	1228		0	0	0				0		0	0	0				0
T30C_TCONS_00044754	T30C	groupXI	7105913	7108096	2183	4	1151	D30C_TCONS_00044160	4	1151	1	7105896	7108097	2201	2183		0	0	0				0
D30C_TCONS_00041226	D30C	groupX	15192464	15202130	9666	9	2076		0	0	0				0		0	0	0				0
D30C_TCONS_00008964	D30C	groupII	21468990	21472703	3713	5	1165	T30C_TCONS_00009105	5	1165	1	21468900	21472703	3803	3713		0	0	0				0
D30C_TCONS_00029463	D30C	groupVII	4123843	4125323	1480	2	1037	T30C_TCONS_00029747	2	1035	0.9980713596914175506268081003	4123845	4125335	1490	1478		0	0	0				0
T30C_TCONS_00061835	T30C	groupXV	7406614	7411083	4469	3	3369	D30C_TCONS_00060805	3	3320	0.9854556248144850103888394182	7406572	7411034	4462	4420		0	0	0				0
T30C_TCONS_00059313	T30C	groupXIX	5008439	5013942	5503	6	1354		0	0	0				0		0	0	0				0
T30C_TCONS_00034620	T30C	groupVII	26880351	26888301	7950	28	3075	D30C_TCONS_00034289	28	3070	0.9983739837398373983739837398	26880355	26888300	7945	7945		0	0	0				0
D30C_TCONS_00006223	D30C	groupII	10564478	10569277	4799	5	846	T30C_TCONS_00006306	5	846	1	10564478	10569282	4804	4799		0	0	0				0
T30C_TCONS_00078170	T30C	groupXXI	5913603	5919920	6317	4	869	D30C_TCONS_00076731	4	860	0.9896432681242807825086306099	5913604	5919912	6308	6308		0	0	0				0
D30C_TCONS_00039602	D30C	groupX	15264968	15266115	1147	3	388		0	0	0				0		0	0	0				0
D30C_TCONS_00066283	D30C	groupXVI	17302304	17304723	2419	3	1743	T30C_TCONS_00067352	2	972	0.5576592082616179001721170396	17303319	17304733	1414	1404		0	0	0				0
T30C_TCONS_00034629	T30C	groupVII	26923047	26928225	5178	3	1438	D30C_TCONS_00034296	2	1342	0.9332406119610570236439499305	26923037	26925963	2926	2916		0	0	0				0
D30C_TCONS_00088816	D30C	scaffold_842	15	624	609	2	235	T30C_TCONS_00090766	1	216	0.9191489361702127659574468085	2	891	889	609		0	0	0				0
T30C_TCONS_00058680	T30C	groupXIX	18750983	18752768	1785	3	1183	D30C_TCONS_00057748	2	617	0.5215553677092138630600169062	18751674	18752764	1090	1090		0	0	0				0
D30C_TCONS_00007217	D30C	groupII	22185434	22186727	1293	3	806	T30C_TCONS_00007328	3	806	1	22185430	22186938	1508	1293		0	0	0				0
D30C_TCONS_00049132	D30C	groupXIII	1013552	1016083	2531	2	1668	T30C_TCONS_00049820	2	1654	0.9916067146282973621103117506	1013566	1016092	2526	2517		0	0	0				0
D30C_TCONS_00016383	D30C	groupIV	6624743	6627218	2475	5	1373	T30C_TCONS_00016541	5	1284	0.9351784413692643845593590677	6624832	6627218	2386	2386		0	0	0				0
T30C_TCONS_00002274	T30C	groupI	22258742	22265018	6276	3	2425		0	0	0				0		0	0	0				0
T30C_TCONS_00020868	T30C	groupIX	19314915	19316214	1299	4	457		0	0	0				0		0	0	0				0
D30C_TCONS_00079245	D30C	scaffold_115	286199	286786	587	1	587	T30C_TCONS_00080797	1	583	0.9931856899488926746166950596	286201	286784	583	583		0	0	0				0
T30C_TCONS_00000646	T30C	groupI	4849119	4892827	43708	22	5209	D30C_TCONS_00000625	21	4326	0.8304856978306776732578229987	4849253	4892823	43570	43570		0	0	0				0
D30C_TCONS_00051677	D30C	groupXIII	8587156	8593811	6655	16	3570		0	0	0				0		0	0	0				0
T30C_TCONS_00027844	T30C	groupVI	751908	753560	1652	2	1497	D30C_TCONS_00027580	2	1497	1	751829	753561	1732	1652		0	0	0				0
D30C_TCONS_00000099	D30C	groupI	543309	546670	3361	4	857		0	0	0				0		0	0	0				0
T30C_TCONS_00042244	T30C	groupXI	2967297	2969895	2598	4	1747	D30C_TCONS_00041647	4	1306	0.7475672581568402976531196337	2964746	2969895	5149	2598		0	0	0				0
D30C_TCONS_00015062	D30C	groupIV	25939081	25959875	20794	6	642	T30C_TCONS_00015192	5	616	0.9595015576323987538940809969	25938837	25962847	24010	20794		0	0	0				0
T30C_TCONS_00073860	T30C	groupXX	674543	686095	11552	8	1513	D30C_TCONS_00072616	8	1504	0.9940515532055518836748182419	673690	686098	12408	11552		0	0	0				0
D30C_TCONS_00013211	D30C	groupIV	4228020	4229914	1894	2	411		0	0	0				0		0	0	0				0
D30C_TCONS_00039423	D30C	groupX	13762530	13763805	1275	2	745	T30C_TCONS_00039938	2	745	1	13762517	13763819	1302	1275		0	0	0				0
D30C_TCONS_00062139	D30C	groupXV	3925399	3938529	13130	11	2622	T30C_TCONS_00063222	11	2559	0.9759725400457665903890160183	3925397	3938466	13069	13067		0	0	0				0
D30C_TCONS_00012615	D30C	groupIII	14982547	14982669	122	1	122		0	0	0				0		0	0	0				0
D30C_TCONS_00037763	D30C	groupVIII	16538531	16557998	19467	3	1659	T30C_TCONS_00038255	3	1659	1	16538517	16557998	19481	19467		0	0	0				0
T30C_TCONS_00062959	T30C	groupXV	1915663	1917772	2109	3	481	D30C_TCONS_00061899	1	324	0.6735966735966735966735966736	1915663	1917706	2043	2043		0	0	0				0
T30C_TCONS_00075775	T30C	groupXX	587665	589620	1955	6	704	D30C_TCONS_00074499	6	690	0.9801136363636363636363636364	587679	589620	1941	1941		0	0	0				0
D30C_TCONS_00031460	D30C	groupVII	25368230	25370146	1916	5	685	T30C_TCONS_00031773	5	684	0.9985401459854014598540145985	25367978	25370145	2167	1915		0	0	0				0
T30C_TCONS_00071577	T30C	groupXVIII	13274992	13275420	428	1	428		0	0	0				0		0	0	0				0
T30C_TCONS_00024234	T30C	groupV	10601237	10603824	2587	5	1564		0	0	0				0		0	0	0				0
T30C_TCONS_00051312	T30C	groupXIII	17316873	17318027	1154	4	861	D30C_TCONS_00050585	4	589	0.6840882694541231126596980256	17316873	17317755	882	882		0	0	0				0
D30C_TCONS_00046939	D30C	groupXII	16179668	16183237	3569	7	2961	T30C_TCONS_00047609	7	2961	1	16179657	16183245	3588	3569		0	0	0				0
T30C_TCONS_00091382	T30C	scaffold_95	459941	462090	2149	4	334	D30C_TCONS_00089405	3	314	0.9401197604790419161676646707	460049	462090	2041	2041		0	0	0				0
D30C_TCONS_00045693	D30C	groupXII	2214289	2221155	6866	5	4305	T30C_TCONS_00046361	5	2255	0.5238095238095238095238095238	2214295	2219111	4816	4816		0	0	0				0
D30C_TCONS_00080582	D30C	scaffold_137	186165	187989	1824	6	544	T30C_TCONS_00082163	6	544	1	186165	187993	1828	1824		0	0	0				0
T30C_TCONS_00063399	T30C	groupXV	5529278	5533096	3818	13	2211		0	0	0				0		0	0	0				0
T30C_TCONS_00007701	T30C	groupII	4260870	4262942	2072	1	2072	D30C_TCONS_00007583	1	2067	0.9975868725868725868725868726	4260875	4263020	2145	2067		0	0	0				0
T30C_TCONS_00008707	T30C	groupII	15492191	15495048	2857	3	1911	D30C_TCONS_00008541	3	1906	0.9973835688121402407116692831	15492051	15495043	2992	2852		0	0	0				0
D30C_TCONS_00075283	D30C	groupXX	9831748	9833705	1957	4	1109	T30C_TCONS_00076623	4	1105	0.9963931469792605951307484220	9831752	9833964	2212	1953		0	0	0				0
T30C_TCONS_00003157	T30C	groupI	2723499	2734614	11115	15	1979	D30C_TCONS_00003141	16	1883	0.9514906518443658413340070743	2723501	2734657	11156	11113		0	0	0				0
T30C_TCONS_00016346	T30C	groupIV	5225814	5227924	2110	5	1061	D30C_TCONS_00016196	5	1027	0.9679547596606974552309142319	5225813	5227890	2077	2076		0	0	0				0
D30C_TCONS_00084884	D30C	scaffold_279	25838	27106	1268	4	985	T30C_TCONS_00086563	4	984	0.9989847715736040609137055838	25839	27106	1267	1267		0	0	0				0
D30C_TCONS_00051889	D30C	groupXIII	9976549	9979830	3281	4	1652	T30C_TCONS_00052628	4	1416	0.8571428571428571428571428571	9976362	9979594	3232	3045		0	0	0				0
D30C_TCONS_00068010	D30C	groupXVII	952275	955529	3254	3	1207	T30C_TCONS_00069121	3	1207	1	952269	955531	3262	3254		0	0	0				0
D30C_TCONS_00088975	D30C	scaffold_89	65948	68914	2966	4	469		0	0	0				0		0	0	0				0
T30C_TCONS_00075075	T30C	groupXX	13964124	13968050	3926	8	2272	D30C_TCONS_00073831	8	2220	0.9771126760563380281690140845	13964170	13968044	3874	3874		0	0	0				0
D30C_TCONS_00066732	D30C	groupXVII	1886880	1888218	1338	3	240	T30C_TCONS_00067836	3	240	1	1886870	1888219	1349	1338		0	0	0				0
D30C_TCONS_00076037	D30C	groupXX	14711050	14713913	2863	5	787	T30C_TCONS_00077457	5	787	1	14711027	14714052	3025	2863		0	0	0				0
D30C_TCONS_00032947	D30C	groupVII	12609961	12617710	7749	7	2728	T30C_TCONS_00033283	7	2728	1	12609959	12617743	7784	7749		0	0	0				0
D30C_TCONS_00054179	D30C	groupXIV	13737261	13739091	1830	4	506		0	0	0				0		0	0	0				0
D30C_TCONS_00050585	D30C	groupXIII	17316873	17317755	882	4	589	T30C_TCONS_00051312	4	589	1	17316873	17318027	1154	882		0	0	0				0
T30C_TCONS_00039758	T30C	groupX	11670255	11670536	281	1	281		0	0	0				0		0	0	0				0
D30C_TCONS_00002206	D30C	groupI	21862986	21866602	3616	13	1903		0	0	0				0		0	0	0				0
D30C_TCONS_00053218	D30C	groupXIV	3275758	3289967	14209	2	1500	T30C_TCONS_00053993	2	1142	0.7613333333333333333333333333	3275774	3289625	13851	13851		0	0	0				0
T30C_TCONS_00042564	T30C	groupXI	5318252	5382982	64730	4	2009	D30C_TCONS_00041965	4	2009	1	5318250	5382984	64734	64730		0	0	0				0
D30C_TCONS_00073303	D30C	groupXX	9257932	9260309	2377	8	1466	T30C_TCONS_00074550	8	1222	0.8335607094133697135061391542	9257902	9260065	2163	2133		0	0	0				0
D30C_TCONS_00072596	D30C	groupXX	595131	597590	2459	9	1162	T30C_TCONS_00073836	10	959	0.8253012048192771084337349398	595255	597590	2335	2335		0	0	0				0
T30C_TCONS_00084048	T30C	scaffold_196	46810	48207	1397	4	653	D30C_TCONS_00082447	4	651	0.9969372128637059724349157734	46745	48205	1460	1395		0	0	0				0
D30C_TCONS_00046181	D30C	groupXII	8602737	8609132	6395	2	1417		0	0	0				0		0	0	0				0
D30C_TCONS_00062313	D30C	groupXV	5445630	5446677	1047	2	426	T30C_TCONS_00063384	2	412	0.9671361502347417840375586854	5445630	5446663	1033	1033		0	0	0				0
T30C_TCONS_00013680	T30C	groupIV	8250146	8261184	11038	4	4891	D30C_TCONS_00013578	4	4681	0.9570639950930280106317726436	8250356	8261217	10861	10828		0	0	0				0
T30C_TCONS_00068688	T30C	groupXVII	10932786	10935184	2398	6	681	D30C_TCONS_00067562	6	681	1	10932769	10935331	2562	2398		0	0	0				0
T30C_TCONS_00077012	T30C	groupXX	12068097	12072030	3933	4	1605		0	0	0				0		0	0	0				0
D30C_TCONS_00010257	D30C	groupIII	9673509	9677252	3743	7	1618		0	0	0				0		0	0	0				0
D30C_TCONS_00087089	D30C	scaffold_56	339412	340267	855	1	855	T30C_TCONS_00088921	1	851	0.9953216374269005847953216374	339409	340263	854	851		0	0	0				0
D30C_TCONS_00009962	D30C	groupIII	7450229	7453263	3034	3	873	T30C_TCONS_00010106	3	873	1	7450221	7453402	3181	3034		0	0	0				0
T30C_TCONS_00000268	T30C	groupI	1541768	1544313	2545	5	1131	D30C_TCONS_00000266	5	1126	0.9955791335101679929266136163	1541773	1544323	2550	2540		0	0	0				0
T30C_TCONS_00070519	T30C	groupXVIII	1493528	1500422	6894	9	3209	D30C_TCONS_00069393	9	3209	1	1493528	1500473	6945	6894		0	0	0				0
T30C_TCONS_00020324	T30C	groupIX	15294605	15297575	2970	4	2195	D30C_TCONS_00020075	7	1929	0.8788154897494305239179954442	15294603	15297711	3108	2970		0	0	0				0
D30C_TCONS_00009621	D30C	groupIII	4213970	4215493	1523	1	1523	T30C_TCONS_00009748	1	1523	1	4213970	4215527	1557	1523		0	0	0				0
D30C_TCONS_00030295	D30C	groupVII	15014184	15035265	21081	15	1600	T30C_TCONS_00030605	15	1600	1	15014172	15035270	21098	21081		0	0	0				0
T30C_TCONS_00028437	T30C	groupVI	7925219	7926751	1532	3	944		0	0	0				0		0	0	0				0
T30C_TCONS_00028436	T30C	groupVI	7920794	7925097	4303	2	1820	D30C_TCONS_00028135	2	1699	0.9335164835164835164835164835	7920794	7924976	4182	4182		0	0	0				0
T30C_TCONS_00034098	T30C	groupVII	20894996	20895965	969	2	883	D30C_TCONS_00033753	2	883	1	20894996	20900131	5135	969		0	0	0				0
D30C_TCONS_00057315	D30C	groupXIX	14813867	14852966	39099	2	13484		0	0	0				0		0	0	0				0
D30C_TCONS_00021062	D30C	groupIX	3074535	3075203	668	1	668	T30C_TCONS_00021315	1	655	0.9805389221556886227544910180	3074548	3075206	658	655		0	0	0				0
T30C_TCONS_00001765	T30C	groupI	17140377	17149433	9056	8	3518		0	0	0				0		0	0	0				0
D30C_TCONS_00021531	D30C	groupIX	8662236	8667870	5634	6	2420	T30C_TCONS_00021767	6	2420	1	8662236	8667872	5636	5634		0	0	0				0
D30C_TCONS_00073097	D30C	groupXX	7512830	7524834	12004	13	7216	T30C_TCONS_00074363	13	2294	0.3179046563192904656319290466	7512842	7519924	7082	7082		0	0	0				0
D30C_TCONS_00008206	D30C	groupII	11185703	11191138	5435	2	5252	T30C_TCONS_00008362	2	5249	0.9994287890327494287890327494	11185703	11191135	5432	5432		0	0	0				0
T30C_TCONS_00039298	T30C	groupX	7298228	7307283	9055	5	2448	D30C_TCONS_00038766	5	1376	0.5620915032679738562091503268	7299300	7307286	7986	7983		0	0	0				0
T30C_TCONS_00061780	T30C	groupXV	6945577	6947714	2137	9	1178		0	0	0				0		0	0	0				0
T30C_TCONS_00027105	T30C	groupVI	10406947	10409910	2963	3	2722	D30C_TCONS_00026875	3	2722	1	10406869	10409919	3050	2963		0	0	0				0
D30C_TCONS_00062363	D30C	groupXV	5941736	5950690	8954	6	5716	T30C_TCONS_00063444	6	5716	1	5941587	5950690	9103	8954		0	0	0				0
D30C_TCONS_00076525	D30C	groupXXI	2510561	2583204	72643	6	1576	T30C_TCONS_00077952	6	1569	0.9955583756345177664974619289	2510560	2583197	72637	72636		0	0	0				0
D30C_TCONS_00007364	D30C	groupII	213837	218508	4671	6	3034	T30C_TCONS_00007489	6	2965	0.9772577455504284772577455504	213837	218439	4602	4602		0	0	0				0
T30C_TCONS_00003008	T30C	groupI	1404152	1405427	1275	4	475	D30C_TCONS_00003011	4	475	1	1404065	1407381	3316	1275		0	0	0				0
T30C_TCONS_00071406	T30C	groupXVIII	11704305	11706972	2667	2	2575		0	0	0				0		0	0	0				0
D30C_TCONS_00065923	D30C	groupXVI	12911025	12915019	3994	6	2575	T30C_TCONS_00067011	6	2575	1	12911025	12915020	3995	3994		0	0	0				0
T30C_TCONS_00080494	T30C	scaffold_112	147258	147609	351	1	351	D30C_TCONS_00078974	1	351	1	147258	147620	362	351		0	0	0				0
D30C_TCONS_00047973	D30C	groupXII	8856858	8858615	1757	2	1637		0	0	0				0		0	0	0				0
T30C_TCONS_00030304	T30C	groupVII	11901928	11907488	5560	3	1727	D30C_TCONS_00029987	3	1723	0.9976838448176027793862188767	11901711	11907484	5773	5556		0	0	0				0
D30C_TCONS_00089433	D30C	scaffold_95	233645	234461	816	2	730	T30C_TCONS_00091413	2	417	0.5712328767123287671232876712	233645	234148	503	503		0	0	0				0
D30C_TCONS_00052773	D30C	groupXIII	19811162	19814591	3429	4	1554	T30C_TCONS_00053542	3	407	0.2619047619047619047619047619	19811746	19813895	2149	2149		0	0	0				0
T30C_TCONS_00021323	T30C	groupIX	3119002	3123512	4510	5	1278	D30C_TCONS_00021072	5	1278	1	3119002	3123512	4510	4510		0	0	0				0
T30C_TCONS_00005587	T30C	groupII	1425838	1426957	1119	1	1119		0	0	0				0		0	0	0				0
D30C_TCONS_00034289	D30C	groupVII	26880355	26888300	7945	28	3081	T30C_TCONS_00034620	28	3070	0.9964297306069457968192145407	26880351	26888301	7950	7945		0	0	0				0
T30C_TCONS_00016652	T30C	groupIV	8311363	8313545	2182	4	1004	D30C_TCONS_00016501	4	996	0.9920318725099601593625498008	8311369	8313543	2174	2174		0	0	0				0
D30C_TCONS_00077975	D30C	groupXXI	7286813	7288399	1586	3	782		0	0	0				0		0	0	0				0
D30C_TCONS_00026244	D30C	groupVI	4637626	4659070	21444	25	5225	T30C_TCONS_00026491	25	5189	0.9931100478468899521531100478	4637626	4659070	21444	21444	D30C_TCONS_00026245	24	5103	0.9766507177033492822966507177	4637626	4659070	21444	21444
D30C_TCONS_00026245	D30C	groupVI	4637626	4659070	21444	24	5103	T30C_TCONS_00026491	24	5067	0.9929453262786596119929453263	4637626	4659070	21444	21444	D30C_TCONS_00026244	24	5103	1	4637626	4659070	21444	21444
T30C_TCONS_00032924	T30C	groupVII	7446477	7450160	3683	8	1632		0	0	0				0		0	0	0				0
T30C_TCONS_00045985	T30C	groupXI	16328624	16337433	8809	6	3850	D30C_TCONS_00045318	6	3805	0.9883116883116883116883116883	16328627	16337391	8764	8764		0	0	0				0
T30C_TCONS_00022463	T30C	groupIX	14883375	14887631	4256	3	2463	D30C_TCONS_00022222	3	2438	0.9898497766950872919204222493	14883190	14887606	4416	4231		0	0	0				0
T30C_TCONS_00031976	T30C	groupVII	27665134	27665720	586	2	477	D30C_TCONS_00031683	2	477	1	27665134	27665720	586	586		0	0	0				0
D30C_TCONS_00080499	D30C	scaffold_1358	2374	4575	2201	5	717	T30C_TCONS_00082077	5	647	0.9023709902370990237099023710	1983	4576	2593	2201		0	0	0				0
D30C_TCONS_00060356	D30C	groupXV	2838596	2840610	2014	1	2014	T30C_TCONS_00061372	1	2014	1	2838596	2840698	2102	2014	D30C_TCONS_00060357	2	1399	0.6946375372393247269116186693	2839132	2840610	1478	1478
T30C_TCONS_00015753	T30C	groupIV	32176920	32192274	15354	7	1302	D30C_TCONS_00015634	7	1278	0.9815668202764976958525345622	32176944	32192275	15331	15330		0	0	0				0
T30C_TCONS_00000748	T30C	groupI	5959833	5964726	4893	9	3128	D30C_TCONS_00000718	8	1057	0.3379156010230179028132992327	5962217	5964684	2467	2467		0	0	0				0
T30C_TCONS_00063679	T30C	groupXV	8509775	8530090	20315	45	8663	D30C_TCONS_00062635	45	8662	0.9998845665473854322982800416	8509775	8530089	20314	20314		0	0	0				0
T30C_TCONS_00041266	T30C	groupX	11491610	11495145	3535	3	1794	D30C_TCONS_00040736	3	1793	0.9994425863991081382385730212	11491610	11495144	3534	3534		0	0	0				0
T30C_TCONS_00043118	T30C	groupXI	10452907	10455664	2757	2	2262		0	0	0				0		0	0	0				0
D30C_TCONS_00086080	D30C	scaffold_47	398306	402306	4000	3	2585	T30C_TCONS_00087888	3	2248	0.8696324951644100580270793037	398643	402309	3666	3663		0	0	0				0
T30C_TCONS_00056284	T30C	groupXIV	10727314	10732059	4745	6	1429		0	0	0				0		0	0	0				0
T30C_TCONS_00015192	T30C	groupIV	25938837	25962847	24010	6	3824	D30C_TCONS_00015062	5	616	0.1610878661087866108786610879	25939081	25959875	20794	20794		0	0	0				0
